post_code,insee_code,city_label
77167,77102,châtenoy
77820,77103,châtillon-la-borde
77610,77104,châtres
77169,77106,chauffry
77390,77107,chaumes-en-brie
77500,77108,chelles
77160,77109,chenoise
77570,77110,chenou
77700,77111,chessy
77760,77112,chevrainvilliers
77320,77113,chevru
77173,77114,chevry-cossigny
77710,77115,chevry-en-sereine
77320,77116,choisy-en-brie
77730,77117,citry
77410,77118,claye-souilly
77370,77119,clos-fontaine
77440,77120,cocherel
77090,77121,collégien
77380,77122,combs-la-ville
77290,77123,compans
77600,77124,conches-sur-gondoire
77450,77125,condé-sainte-libiaire
77440,77126,congis-sur-thérouanne
77170,77127,coubert
77860,77128,couilly-pont-aux-dames
77840,77129,coulombs-en-valois
77580,77130,coulommes
77120,77131,coulommiers
77700,77132,coupvray
77126,77133,courcelles-en-bassée
77560,77134,courchamp
77540,77135,courpalay
77390,77136,courquetaine
77560,77137,courtacon
77390,77138,courtomer
77181,77139,courtry
77154,77140,coutençon
77580,77141,coutevroult
77580,77142,crécy-la-chapelle
77124,77143,crégy-lès-meaux
77610,77144,crèvecoeur-en-brie
77390,77145,crisenoy
77183,77146,croissy-beaubourg
77370,77147,la croix-en-brie
77840,77148,crouy-sur-ourcq
77160,77149,cucharmoy
77165,77150,cuisy
77320,77151,dagny
77190,77152,dammarie-les-lys
77230,77153,dammartin-en-goële
77163,77154,dammartin-sur-tigeaux
77400,77155,dampmart
77140,77156,darvault
77440,77157,dhuisy
77940,77158,diant
77520,77159,donnemarie-dontilly
77130,77161,dormelles
77510,77162,doue
77139,77163,douy-la-ramée
77830,77164,échouboulains
77820,77165,les écrennes
77250,77166,écuelles
77126,77167,égligny
77620,77168,égreville
77184,77169,émerainville
77250,77170,épisy
77450,77171,esbly
77940,77172,esmans
77139,77173,étrépilly
77157,77174,everly
77166,77175,évry-grégy-sur-yerre
77515,77176,faremoutiers
77220,77177,favières
77167,77178,faÿ-lès-nemours
77133,77179,féricy
77150,77180,férolles-attilly
77164,77181,ferrières-en-brie
77320,77182,la ferté-gaucher
77260,77183,la ferté-sous-jouarre
77940,77184,flagy
77930,77185,fleury-en-bière
77300,77186,fontainebleau
77480,77187,fontaine-fourches
77590,77188,fontaine-le-port
77370,77190,fontains
77370,77191,fontenailles
77610,77192,fontenay-trésigny
77165,77193,forfry
77130,77194,forges
77390,77195,fouju
77410,77196,fresnes-sur-marne
77320,77197,frétoy
77760,77198,fromont
77470,77199,fublaines
77890,77200,garentreville
77370,77201,gastins
77690,77202,la genevraye
77910,77203,germigny-l'évêque
77840,77204,germigny-sous-coulombs
77165,77205,gesvres-le-chapitre
77120,77206,giremoutiers
77890,77207,gironville
77114,77208,gouaix
77400,77209,gouvernes
77130,77210,la grande-paroisse
77720,77211,grandpuits-bailly-carrois
77118,77212,gravon
77410,77214,gressy
77220,77215,gretz-armainvilliers
77880,77216,grez-sur-loing
77166,77217,grisy-suisnes
77480,77218,grisy-sur-seine
77580,77219,guérard
77760,77220,guercheville
77600,77221,guermantes
77390,77222,guignes
77520,77223,gurcy-le-châtel
77515,77224,hautefeuille
77580,77225,la haute-maison
77850,77226,héricy
77114,77227,hermé
77510,77228,hondevilliers
77610,77229,la houssaye-en-brie
77890,77230,ichy
77440,77231,isles-les-meldeuses
77450,77232,isles-lès-villenoy
77165,77233,iverny
77450,77234,jablines
77440,77235,jaignes
77480,77236,jaulnes
77600,77237,jossigny
77640,77238,jouarre
77970,77239,jouy-le-châtel
77320,77240,jouy-sur-morin
77230,77241,juilly
77650,77242,jutigny
77400,77243,lagny-sur-marne
77760,77244,larchant
77148,77245,laval-en-brie
77171,77246,léchelle
77320,77247,lescherolles
77450,77248,lesches
77150,77249,lésigny
77320,77250,leudon-en-brie
77127,77251,lieusaint
77550,77252,limoges-fourches
77550,77253,lissy
77220,77254,liverdy-en-brie
77000,77255,livry-sur-seine
77650,77256,lizines
77440,77257,lizy-sur-ourcq
77185,77258,lognes
77230,77259,longperrier
77650,77260,longueville
77710,77261,lorrez-le-bocage-préaux
77560,77262,louan-villegruis-fontaine
77520,77263,luisetaines
77540,77264,lumigny-nesles-ormeaux
77138,77265,luzancy
77133,77266,machault
77570,77267,la madeleine-sur-loing
77700,77268,magny-le-hongre
77950,77269,maincy
77580,77270,maisoncelles-en-brie
77570,77271,maisoncelles-en-gâtinais
77370,77272,maison-rouge
77230,77273,marchémoret
77139,77274,marcilly
77560,77275,les marêts
77100,77276,mareuil-lès-meaux
77610,77277,marles-en-brie
77120,77278,marolles-en-brie
77130,77279,marolles-sur-seine
77440,77280,mary-sur-marne
77120,77281,mauperthuis
77990,77282,mauregard
77145,77283,may-en-multien
77100,77284,meaux
77350,77285,le mée-sur-seine
77520,77286,meigneux
77320,77287,meilleray
77000,77288,melun
77171,77289,melz-sur-seine
77730,77290,méry-sur-marne
77990,77291,le mesnil-amelot
77410,77292,messy
77130,77293,misy-sur-yonne
77290,77294,mitry-mory
77950,77295,moisenay
77550,77296,moissy-cramayel
77570,77297,mondreville
77520,77298,mons-en-montois
77250,77299,montarlot
77470,77300,montceaux-lès-meaux
77151,77301,montceaux-lès-provins
77140,77302,montcourt-fromonville
77320,77303,montdauphin
77320,77304,montenils
77130,77305,montereau-fault-yonne
77950,77306,montereau-sur-le-jard
77144,77307,montévrain
77230,77308,montgé-en-goële
77122,77309,monthyon
77480,77310,montigny-le-guesdier
77520,77311,montigny-lencoup
77690,77312,montigny-sur-loing
77940,77313,montmachoux
77320,77314,montolivet
77450,77315,montry
77250,77316,moret-sur-loing
77720,77317,mormant
77163,77318,mortcerf
77160,77319,mortery
77120,77320,mouroux
77480,77321,mousseaux-lès-bray
77230,77322,moussy-le-neuf
77230,77323,moussy-le-vieux
77480,77325,mouy-sur-seine
77176,77326,nandy
77370,77327,nangis
77760,77328,nanteau-sur-essonne
77710,77329,nanteau-sur-lunain
77100,77330,nanteuil-lès-meaux
77730,77331,nanteuil-sur-marne
77230,77332,nantouillet
77140,77333,nemours
77124,77335,chauconin-neufmontiers
77610,77336,neufmoutiers-en-brie
77186,77337,noisiel
77940,77338,noisy-rudignon
77123,77339,noisy-sur-école
77140,77340,nonville
77114,77341,noyen-sur-seine
77890,77342,obsonville
77440,77343,ocquerre
77178,77344,oissery
77750,77345,orly-sur-morin
77134,77347,les ormes-sur-voulzie
77167,77348,ormesson
77280,77349,othis
77330,77350,ozoir-la-ferrière
77390,77352,ozouer-le-voulgis
77710,77353,paley
77830,77354,pamfou
77520,77355,paroy
77480,77356,passy-sur-seine
77970,77357,pécy
77124,77358,penchard
77930,77359,perthes
77131,77360,pézarches
77580,77361,pierre-levée
77181,77363,le pin
77165,77364,le plessis-aux-bois
77540,77365,le plessis-feu-aussoux
77165,77366,le plessis-l'évêque
77440,77367,le plessis-placy
77160,77368,poigny
77470,77369,poincy
77167,77370,poligny
77515,77371,pommeuse
77400,77372,pomponne
77340,77373,pontault-combault
77135,77374,pontcarré
77410,77376,précy-sur-marne
77220,77377,presles-en-brie
77310,77378,pringy
77160,77379,provins
77139,77380,puisieux
77720,77381,quiers
77860,77382,quincy-voisins
77370,77383,rampillon
77550,77384,réau
77510,77385,rebais
77760,77386,recloses
77710,77387,remauville
77260,77388,reuil-en-brie
77000,77389,la rochette
77680,77390,roissy-en-brie
77160,77391,rouilly
77230,77392,rouvres
77540,77393,rozay-en-brie
77950,77394,rubelles
77760,77395,rumont
77560,77396,rupéreux
77730,77397,saâcy-sur-marne
77510,77398,sablonnières
77710,77399,saint-ange-le-viel
77515,77400,saint-augustin
77260,77401,sainte-aulde
77320,77402,saint-barthélemy
77160,77403,saint-brice
77650,77404,sainte-colombe
77750,77405,saint-cyr-sur-morin
77510,77406,saint-denis-lès-rebais
77310,77407,saint-fargeau-ponthierry
77470,77408,saint-fiacre
77130,77409,saint-germain-laval
77950,77410,saint-germain-laxis
77169,77411,saint-germain-sous-doue
77930,77412,saint-germain-sur-école
77860,77413,saint-germain-sur-morin
77160,77414,saint-hilliers
77660,77415,saint-jean-les-deux-jumeaux
77370,77416,saint-just-en-brie
77510,77417,saint-léger
77650,77418,saint-loup-de-naud
77670,77419,saint-mammès
77230,77420,saint-mard
77320,77421,saint-mars-vieux-maisons
77320,77423,saint-martin-des-champs
77320,77424,saint-martin-du-boschet
77630,77425,saint-martin-en-bière
77720,77426,saint-méry
77410,77427,saint-mesmes
77720,77428,saint-ouen-en-brie
77750,77429,saint-ouen-sur-morin
77178,77430,saint-pathus
77140,77431,saint-pierre-lès-nemours
77320,77432,saint-rémy-la-vanne
77120,77433,saints
77480,77434,saint-sauveur-lès-bray
77930,77435,saint-sauveur-sur-école
77169,77436,saint-siméon
77165,77437,saint-soupplets
77400,77438,saint-thibault-des-vignes
77148,77439,salins
77260,77440,sammeron
77920,77441,samois-sur-seine
77210,77442,samoreau
77580,77443,sancy
77320,77444,sancy-lès-provins
77176,77445,savigny-le-temple
77650,77446,savins
77240,77447,seine-port
77260,77448,sept-sorts
77700,77449,serris
77170,77450,servon
77640,77451,signy-signets
77520,77452,sigy
77115,77453,sivry-courtry
77520,77454,sognolles-en-montois
77111,77455,soignolles-en-brie
77650,77456,soisy-bouy
77111,77457,solers
77460,77458,souppes-sur-loing
77171,77459,sourdun
77440,77460,tancrou
77520,77461,thénisy
77230,77462,thieux
77810,77463,thomery
77400,77464,thorigny-sur-marne
77940,77465,thoury-férottes
77163,77466,tigeaux
77130,77467,la tombe
77200,77468,torcy
77131,77469,touquin
77220,77470,tournan-en-brie
77123,77471,tousson
77510,77472,la trétoire
77710,77473,treuzy-levelay
77450,77474,trilbardou
77470,77475,trilport
77440,77476,trocy-en-multien
77760,77477,ury
77260,77478,ussy-sur-marne
77360,77479,vaires-sur-marne
77830,77480,valence-en-brie
77370,77481,vanvillé
77130,77482,varennes-sur-seine
77910,77483,varreddes
77580,77484,vaucourtois
77123,77485,le vaudoué
77141,77486,vaudoy-en-brie
77000,77487,vaux-le-pénil
77710,77489,vaux-sur-lunain
77440,77490,vendrest
77250,77491,veneux-les-sablons
77510,77492,verdelot
77390,77493,verneuil-l'étang
77670,77494,vernou-la-celle-sur-seine
77240,77495,vert-saint-denis
77370,77496,vieux-champagne
77450,77498,vignely
77710,77500,villebéon
77250,77501,villecerf
77710,77504,villemaréchal
77470,77505,villemareuil
77250,77506,villemer
77480,77507,villenauxe-la-petite
77174,77508,villeneuve-le-comte
77154,77509,villeneuve-les-bordes
77174,77510,villeneuve-saint-denis
77230,77511,villeneuve-sous-dammartin
77510,77512,villeneuve-sur-bellot
77124,77513,villenoy
77270,77514,villeparisis
77410,77515,villeroy
77130,77516,ville-saint-jacques
77410,77517,villevaudé
77190,77518,villiers-en-bière
77560,77519,villiers-saint-georges
77760,77520,villiers-sous-grez
77580,77521,villiers-sur-morin
77114,77522,villiers-sur-seine
77480,77523,villuis
77520,77524,vimpelles
77230,77525,vinantes
77139,77526,vincy-manoeuvre
77540,77527,voinsles
77950,77528,voisenon
77580,77529,voulangis
77560,77530,voulton
77940,77531,voulx
77160,77532,vulaines-lès-provins
77870,77533,vulaines-sur-seine
77390,77534,yèbles
78660,78003,ablis
78260,78005,achères
78113,78006,adainville
78240,78007,aigremont
78660,78009,allainville
78580,78010,les alluets-le-roi
78770,78013,andelu
78570,78015,andrésy
78790,78020,arnouville-lès-mantes
78410,78029,aubergenville
78610,78030,auffargis
78930,78031,auffreville-brasseuil
78126,78033,aulnay-sur-mauldre
78770,78034,auteuil
78770,78036,autouillet
78870,78043,bailly
78550,78048,bazainville
78580,78049,bazemont
78490,78050,bazoches-sur-guyonne
78910,78053,béhoust
78270,78057,bennecourt
78650,78062,beynes
78270,78068,blaru
78930,78070,boinville-en-mantois
78660,78071,boinville-le-gaillard
78200,78072,boinvilliers
78390,78073,bois-d'arcy
78910,78076,boissets
78125,78077,la boissière-école
78200,78082,boissy-mauvoisin
78490,78084,boissy-sans-avoir
78830,78087,bonnelles
78270,78089,bonnières-sur-seine
78410,78090,bouafle
78380,78092,bougival
78113,78096,bourdonné
78930,78104,breuil-bois-robert
78980,78107,bréval
78610,78108,les bréviaires
78440,78113,brueil-en-vexin
78530,78117,buc
78200,78118,buchelay
78830,78120,bullion
78955,78123,carrières-sous-poissy
78420,78124,carrières-sur-seine
78720,78125,la celle-les-bordes
78170,78126,la celle-saint-cloud
78720,78128,cernay-la-ville
78240,78133,chambourcy
78570,78138,chanteloup-les-vignes
78130,78140,chapet
78117,78143,châteaufort
78400,78146,chatou
78270,78147,chaufour-lès-bonnières
78450,78152,chavenay
78150,78158,le chesnay
78460,78160,chevreuse
78460,78162,choisel
78910,78163,civry-la-forêt
78120,78164,clairefontaine-en-yvelines
78340,78165,les clayes-sous-bois
78310,78168,coignières
78113,78171,condé-sur-vesgre
78700,78172,conflans-sainte-honorine
78790,78185,courgent
78270,78188,cravent
78121,78189,crespières
78290,78190,croissy-sur-seine
78111,78192,dammartin-en-serve
78720,78193,dampierre-en-yvelines
78550,78194,dannemarie
78810,78196,davron
78440,78202,drocourt
78920,78206,ecquevilly
78990,78208,élancourt
78125,78209,émancé
78680,78217,épône
78690,78220,les essarts-le-roi
78620,78224,l' étang-la-ville
78740,78227,évecquemont
78410,78230,la falaise
78200,78231,favrieux
78810,78233,feucherolles
78200,78234,flacourt
78910,78236,flexanville
78790,78237,flins-neuve-église
78410,78238,flins-sur-seine
78520,78239,follainville-dennemont
78330,78242,fontenay-le-fleury
78200,78245,fontenay-mauvoisin
78440,78246,fontenay-saint-père
78112,78251,fourqueux
78840,78255,freneuse
78250,78261,gaillon-sur-montcient
78490,78262,galluis
78950,78263,gambais
78490,78264,gambaiseuil
78890,78265,garancières
78440,78267,gargenville
78125,78269,gazeran
78270,78276,gommecourt
78770,78278,goupillières
78930,78281,goussonville
78113,78283,grandchamp
78550,78285,gressey
78490,78289,grosrouvre
78520,78290,guernes
78930,78291,guerville
78440,78296,guitrancourt
78280,78297,guyancourt
78250,78299,hardricourt
78790,78300,hargeville
78113,78302,la hauteville
78580,78305,herbeville
78125,78307,hermeray
78550,78310,houdan
78800,78311,houilles
78440,78314,issou
78440,78317,jambville
78270,78320,jeufosse
78760,78321,jouars-pontchartrain
78350,78322,jouy-en-josas
78200,78324,jouy-mauvoisin
78580,78325,jumeauville
78820,78327,juziers
78440,78329,lainville-en-vexin
78320,78334,lévis-saint-nom
78520,78335,limay
78270,78337,limetz-villez
78350,78343,les loges-en-josas
78270,78344,lommoye
78980,78346,longnes
78730,78349,longvilliers
78430,78350,louveciennes
78200,78354,magnanville
78114,78356,magny-les-hameaux
78600,78358,maisons-laffitte
78200,78361,mantes-la-jolie
78711,78362,mantes-la-ville
78770,78364,marcq
78490,78366,mareil-le-guyon
78750,78367,mareil-marly
78124,78368,mareil-sur-mauldre
78160,78372,marly-le-roi
78580,78380,maule
78550,78381,maulette
78780,78382,maurecourt
78310,78383,maurepas
78670,78384,médan
78200,78385,ménerville
78490,78389,méré
78270,78391,méricourt
78600,78396,le mesnil-le-roi
78320,78397,le mesnil-saint-denis
78490,78398,les mesnuls
78250,78401,meulan-en-yvelines
78970,78402,mézières-sur-seine
78250,78403,mézy-sur-seine
78940,78404,millemont
78470,78406,milon-la-chapelle
78125,78407,mittainville
78840,78410,moisson
78980,78413,mondreville
78124,78415,montainville
78440,78416,montalet-le-bois
78790,78417,montchauvet
78360,78418,montesson
78490,78420,montfort-l'amaury
78180,78423,montigny-le-bretonneux
78630,78431,morainvilliers
78270,78437,mousseaux-sur-seine
78790,78439,mulcent
78130,78440,les mureaux
78640,78442,neauphle-le-château
78640,78443,neauphle-le-vieux
78980,78444,neauphlette
78410,78451,nézel
78590,78455,noisy-le-roi
78250,78460,oinville-sur-montcient
78125,78464,orcemont
78910,78465,orgerus
78630,78466,orgeval
78125,78470,orphin
78660,78472,orsonville
78910,78474,orvilliers
78910,78475,osmoy
78660,78478,paray-douaville
78230,78481,le pecq
78200,78484,perdreauville
78610,78486,le perray-en-yvelines
78370,78490,plaisir
78125,78497,poigny-la-forêt
78300,78498,poissy
78730,78499,ponthévrard
78440,78501,porcheville
78560,78502,le port-marly
78270,78503,port-villez
78910,78505,prunay-le-temple
78660,78506,prunay-en-yvelines
78940,78513,la queue-les-yvelines
78125,78516,raizeux
78120,78517,rambouillet
78590,78518,rennemoulin
78550,78520,richebourg
78730,78522,rochefort-en-yvelines
78150,78524,rocquencourt
78270,78528,rolleboise
78790,78530,rosay
78710,78531,rosny-sur-seine
78440,78536,sailly
78730,78537,saint-arnoult-en-yvelines
78210,78545,saint-cyr-l'école
78720,78548,saint-forget
78640,78550,saint-germain-de-la-grange
78100,78551,saint-germain-en-laye
78125,78557,saint-hilarion
78980,78558,saint-illiers-la-ville
78980,78559,saint-illiers-le-bois
78470,78561,saint-lambert
78610,78562,saint-léger-en-yvelines
78660,78564,saint-martin-de-bréthencourt
78790,78565,saint-martin-des-champs
78520,78567,saint-martin-la-garenne
78730,78569,sainte-mesme
78860,78571,saint-nom-la-bretèche
78470,78575,saint-rémy-lès-chevreuse
78690,78576,saint-rémy-l'honoré
78500,78586,sartrouville
78650,78588,saulx-marchais
78720,78590,senlisse
78790,78591,septeuil
78200,78597,soindres
78120,78601,sonchamp
78910,78605,tacoignières
78113,78606,le tartre-gaudran
78980,78608,le tertre-saint-denis
78250,78609,tessancourt-sur-aubette
78850,78615,thiverval-grignon
78770,78616,thoiry
78790,78618,tilly
78117,78620,toussus-le-noble
78190,78621,trappes
78490,78623,le tremblay-sur-mauldre
78510,78624,triel-sur-seine
78740,78638,vaux-sur-seine
78140,78640,vélizy-villacoublay
78480,78642,verneuil-sur-seine
78540,78643,vernouillet
78320,78644,la verrière
78000,78646,versailles
78930,78647,vert
78110,78650,le vésinet
78490,78653,vicq
78125,78655,vieille-église-en-yvelines
78270,78668,la villeneuve-en-chevrie
78670,78672,villennes-sur-seine
78450,78674,villepreux
78930,78677,villette
78770,78681,villiers-le-mahieu
78640,78683,villiers-saint-fréderic
78220,78686,viroflay
78960,78688,voisins-le-bretonneux
91150,91001,abbéville-la-rivière
91670,91016,angerville
91470,91017,angervilliers
91290,91021,arpajon
91690,91022,arrancourt
91200,91027,athis-mons
91410,91035,authon-la-plaine
91830,91037,auvernaux
91580,91038,auvers-saint-georges
91630,91041,avrainville
91160,91044,ballainvilliers
91610,91045,ballancourt-sur-essonne
91590,91047,baulne
91570,91064,bièvres
91150,91067,blandy
91720,91069,boigneville
91150,91075,bois-herpin
91690,91079,boissy-la-rivière
91590,91080,boissy-le-cutté
91870,91081,boissy-le-sec
91790,91085,boissy-sous-saint-yon
91070,91086,bondoufle
91470,91093,boullay-les-troux
91850,91095,bouray-sur-juine
91800,91097,boussy-saint-antoine
91150,91098,boutervilliers
91820,91099,boutigny-sur-essonne
91880,91100,bouville
91220,91103,brétigny-sur-orge
91650,91105,breuillet
91650,91106,breux-jouy
91150,91109,brières-les-scellés
91640,91111,briis-sous-forges
91150,91112,brouy
91800,91114,brunoy
91680,91115,bruyères-le-châtel
91720,91121,buno-bonnevaux
91440,91122,bures-sur-yvette
91590,91129,cerny
91780,91130,chalo-saint-mars
91740,91131,chalou-moulineux
91730,91132,chamarande
91750,91135,champcueil
91160,91136,champlan
91150,91137,champmotteux
91410,91145,chatignonville
91580,91148,chauffour-lès-étréchy
91630,91156,cheptainville
91750,91159,chevannes
91380,91161,chilly-mazarin
91100,91174,corbeil-essonnes
91410,91175,corbreuse
91830,91179,le coudray-montceaux
91490,91180,courances
91080,91182,courcouronnes
91720,91184,courdimanche-sur-essonne
91680,91186,courson-monteloup
91560,91191,crosne
91490,91195,dannemois
91590,91198,d'huison-longueville
91410,91200,dourdan
91210,91201,draveil
91540,91204,écharcon
91520,91207,égly
91860,91215,épinay-sous-sénart
91360,91216,épinay-sur-orge
91660,91222,estouches
91150,91223,étampes
91450,91225,étiolles
91580,91226,étréchy
91000,91228,évry
91590,91232,la ferté-alais
91700,91235,fleury-mérogis
91690,91240,fontaine-la-rivière
91640,91243,fontenay-lès-briis
91540,91244,fontenay-le-vicomte
91410,91247,la forêt-le-roi
91150,91248,la forêt-sainte-croix
91470,91249,forges-les-bains
91190,91272,gif-sur-yvette
91720,91273,gironville-sur-essonne
91400,91274,gometz-la-ville
91940,91275,gometz-le-châtel
91410,91284,les granges-le-roi
91350,91286,grigny
91630,91292,guibeville
91590,91293,guigneville-sur-essonne
91690,91294,guillerval
91430,91312,igny
91760,91315,itteville
91510,91318,janville-sur-juine
91640,91319,janvry
91260,91326,juvisy-sur-orge
91510,91330,lardy
91630,91332,leudeville
91310,91333,leuville-sur-orge
91470,91338,limours
91310,91339,linas
91090,91340,lisses
91160,91345,longjumeau
91310,91347,longpont-sur-orge
91720,91359,maisse
91460,91363,marcoussis
91150,91374,marolles-en-beauce
91630,91376,marolles-en-hurepoix
91300,91377,massy
91730,91378,mauchamps
91540,91386,mennecy
91660,91390,méréville
91780,91393,mérobert
91150,91399,mespuits
91490,91405,milly-la-forêt
91490,91408,moigny-sur-école
91470,91411,les molières
91590,91412,mondeville
91930,91414,monnerville
91230,91421,montgeron
91310,91425,montlhéry
91420,91432,morangis
91150,91433,morigny-champigny
91390,91434,morsang-sur-orge
91250,91435,morsang-sur-seine
91750,91441,nainville-les-roches
91290,91457,la norville
91620,91458,nozay
91340,91461,ollainville
91490,91463,oncy-sur-école
91540,91468,ormoy
91150,91469,ormoy-la-rivière
91400,91471,orsay
91590,91473,orveau
91120,91477,palaiseau
91550,91479,paray-vieille-poste
91470,91482,pecqueuse
91220,91494,le plessis-pâté
91410,91495,plessis-saint-benoist
91720,91507,prunay-sur-essonne
91150,91508,puiselet-le-marais
91740,91511,pussay
91480,91514,quincy-sous-sénart
91410,91519,richarville
91130,91521,ris-orangis
91410,91525,roinville
91150,91526,roinvilliers
91690,91533,saclas
91400,91534,saclay
91190,91538,saint-aubin
91530,91540,saint-chéron
91690,91544,saint-cyr-la-rivière
91410,91546,saint-cyr-sous-dourdan
91410,91547,saint-escobille
91700,91549,sainte-geneviève-des-bois
91180,91552,saint-germain-lès-arpajon
91250,91553,saint-germain-lès-corbeil
91780,91556,saint-hilaire
91940,91560,saint-jean-de-beauregard
91530,91568,saint-maurice-montcouronne
91240,91570,saint-michel-sur-orge
91280,91573,saint-pierre-du-perray
91250,91577,saintry-sur-seine
91910,91578,saint-sulpice-de-favières
91770,91579,saint-vrain
91650,91581,saint-yon
91160,91587,saulx-les-chartreux
91600,91589,savigny-sur-orge
91530,91593,sermaise
91840,91599,soisy-sur-école
91450,91600,soisy-sur-seine
91580,91602,souzy-la-briche
91740,91613,congerville-thionville
91250,91617,tigery
91730,91619,torfou
91720,91629,valpuiseaux
91530,91630,le val-saint-germain
91480,91631,varennes-jarcy
91640,91634,vaugrigneuse
91430,91635,vauhallan
91820,91639,vayres-sur-essonne
91370,91645,verrières-le-buisson
91810,91648,vert-le-grand
91710,91649,vert-le-petit
91890,91654,videlles
91270,91657,vigneux-sur-seine
91100,91659,villabé
91140,91661,villebon-sur-yvette
91580,91662,villeconin
91620,91665,la ville-du-bois
91140,91666,villejust
91360,91667,villemoisson-sur-orge
91580,91671,villeneuve-sur-auvers
91190,91679,villiers-le-bâcle
91700,91685,villiers-sur-orge
91170,91687,viry-châtillon
91320,91689,wissous
91330,91691,yerres
91940,91692,les ulis
92160,92002,antony
92600,92004,asnières-sur-seine
92220,92007,bagneux
92270,92009,bois-colombes
92100,92012,boulogne-billancourt
92340,92014,bourg-la-reine
92290,92019,châtenay-malabry
92320,92020,châtillon
92370,92022,chaville
92140,92023,clamart
92110,92024,clichy
92700,92025,colombes
92400,92026,courbevoie
92260,92032,fontenay-aux-roses
92380,92033,garches
92250,92035,la garenne-colombes
92230,92036,gennevilliers
92130,92040,issy-les-moulineaux
92300,92044,levallois-perret
92240,92046,malakoff
92430,92047,marnes-la-coquette
92190,92048,meudon
92120,92049,montrouge
92000,92050,nanterre
92200,92051,neuilly-sur-seine
92350,92060,le plessis-robinson
92800,92062,puteaux
92500,92063,rueil-malmaison
92210,92064,saint-cloud
92330,92071,sceaux
92310,92072,sèvres
92150,92073,suresnes
92170,92075,vanves
92420,92076,vaucresson
92410,92077,ville-d'avray
92390,92078,villeneuve-la-garenne
93300,93001,aubervilliers
93600,93005,aulnay-sous-bois
93170,93006,bagnolet
93150,93007,le blanc-mesnil
93000,93008,bobigny
93140,93010,bondy
93350,93013,le bourget
93390,93014,clichy-sous-bois
93470,93015,coubron
93120,93027,la courneuve
93700,93029,drancy
93440,93030,dugny
