post_code;insee_code;city_label
77127;77251;Lieusaint
77550;77252;Limoges-Fourches
77550;77253;Lissy
77220;77254;Liverdy-en-Brie
77000;77255;Livry-sur-Seine
77650;77256;Lizines
77440;77257;Lizy-sur-Ourcq
77185;77258;Lognes
77230;77259;Longperrier
77650;77260;Longueville
77710;77261;Lorrez-le-Bocage-Préaux
77560;77262;Louan-Villegruis-Fontaine
77520;77263;Luisetaines
77540;77264;Lumigny-Nesles-Ormeaux
77138;77265;Luzancy
77133;77266;Machault
77570;77267;La Madeleine-sur-Loing
77700;77268;Magny-le-Hongre
77950;77269;Maincy
77580;77270;Maisoncelles-en-Brie
77570;77271;Maisoncelles-en-Gâtinais
77370;77272;Maison-Rouge
77230;77273;Marchémoret
77139;77274;Marcilly
77560;77275;Les Marêts
77100;77276;Mareuil-lès-Meaux
77610;77277;Marles-en-Brie
77120;77278;Marolles-en-Brie
77130;77279;Marolles-sur-Seine
77440;77280;Mary-sur-Marne
77120;77281;Mauperthuis
77990;77282;Mauregard
77145;77283;May-en-Multien
77100;77284;Meaux
77350;77285;Le Mée-sur-Seine
77520;77286;Meigneux
77320;77287;Meilleray
77000;77288;Melun
77171;77289;Melz-sur-Seine
77730;77290;Méry-sur-Marne
77990;77291;Le Mesnil-Amelot
77410;77292;Messy
77130;77293;Misy-sur-Yonne
77290;77294;Mitry-Mory
77950;77295;Moisenay
77550;77296;Moissy-Cramayel
77570;77297;Mondreville
77520;77298;Mons-en-Montois
77250;77299;Montarlot
77470;77300;Montceaux-lès-Meaux
77151;77301;Montceaux-lès-Provins
77140;77302;Montcourt-Fromonville
77320;77303;Montdauphin
77320;77304;Montenils
77130;77305;Montereau-Fault-Yonne
77950;77306;Montereau-sur-le-Jard
77144;77307;Montévrain
77230;77308;Montgé-en-Goële
77122;77309;Monthyon
77480;77310;Montigny-le-Guesdier
77520;77311;Montigny-Lencoup
77690;77312;Montigny-sur-Loing
77940;77313;Montmachoux
77320;77314;Montolivet
77450;77315;Montry
77250;77316;Moret-sur-Loing
77720;77317;Mormant
77163;77318;Mortcerf
77160;77319;Mortery
77120;77320;Mouroux
77480;77321;Mousseaux-lès-Bray
77230;77322;Moussy-le-Neuf
77230;77323;Moussy-le-Vieux
77480;77325;Mouy-sur-Seine
77176;77326;Nandy
77370;77327;Nangis
77760;77328;Nanteau-sur-Essonne
77710;77329;Nanteau-sur-Lunain
77100;77330;Nanteuil-lès-Meaux
77730;77331;Nanteuil-sur-Marne
77230;77332;Nantouillet
77140;77333;Nemours
77124;77335;Chauconin-Neufmontiers
77610;77336;Neufmoutiers-en-Brie
77186;77337;Noisiel
77940;77338;Noisy-Rudignon
77123;77339;Noisy-sur-École
77140;77340;Nonville
77114;77341;Noyen-sur-Seine
77890;77342;Obsonville
77440;77343;Ocquerre
77178;77344;Oissery
77750;77345;Orly-sur-Morin
77134;77347;Les Ormes-sur-Voulzie
77167;77348;Ormesson
77280;77349;Othis
77330;77350;Ozoir-la-Ferrière
77390;77352;Ozouer-le-Voulgis
77710;77353;Paley
77830;77354;Pamfou
77520;77355;Paroy
77480;77356;Passy-sur-Seine
77970;77357;Pécy
77124;77358;Penchard
77930;77359;Perthes
77131;77360;Pézarches
77580;77361;Pierre-Levée
77181;77363;Le Pin
77165;77364;Le Plessis-aux-Bois
77540;77365;Le Plessis-Feu-Aussoux
77165;77366;Le Plessis-l'Évêque
77440;77367;Le Plessis-Placy
77160;77368;Poigny
77470;77369;Poincy
77167;77370;Poligny
77515;77371;Pommeuse
77400;77372;Pomponne
77340;77373;Pontault-Combault
77135;77374;Pontcarré
77410;77376;Précy-sur-Marne
77220;77377;Presles-en-Brie
77310;77378;Pringy
77160;77379;Provins
77139;77380;Puisieux
77720;77381;Quiers
77860;77382;Quincy-Voisins
77370;77383;Rampillon
77550;77384;Réau
77510;77385;Rebais
77760;77386;Recloses
77710;77387;Remauville
77260;77388;Reuil-en-Brie
77000;77389;La Rochette
77680;77390;Roissy-en-Brie
77160;77391;Rouilly
77230;77392;Rouvres
77540;77393;Rozay-en-Brie
77950;77394;Rubelles
77760;77395;Rumont
77560;77396;Rupéreux
77730;77397;Saâcy-sur-Marne
77510;77398;Sablonnières
77710;77399;Saint-Ange-le-Viel
77515;77400;Saint-Augustin
77260;77401;Sainte-Aulde
77320;77402;Saint-Barthélemy
77160;77403;Saint-Brice
77650;77404;Sainte-Colombe
77750;77405;Saint-Cyr-sur-Morin
77510;77406;Saint-Denis-lès-Rebais
77310;77407;Saint-Fargeau-Ponthierry
77470;77408;Saint-Fiacre
77130;77409;Saint-Germain-Laval
77950;77410;Saint-Germain-Laxis
77169;77411;Saint-Germain-sous-Doue
77930;77412;Saint-Germain-sur-École
77860;77413;Saint-Germain-sur-Morin
77160;77414;Saint-Hilliers
77660;77415;Saint-Jean-les-Deux-Jumeaux
77370;77416;Saint-Just-en-Brie
77510;77417;Saint-Léger
77650;77418;Saint-Loup-de-Naud
77670;77419;Saint-Mammès
77230;77420;Saint-Mard
77320;77421;Saint-Mars-Vieux-Maisons
77320;77423;Saint-Martin-des-Champs
77320;77424;Saint-Martin-du-Boschet
77630;77425;Saint-Martin-en-Bière
77720;77426;Saint-Méry
77410;77427;Saint-Mesmes
77720;77428;Saint-Ouen-en-Brie
77750;77429;Saint-Ouen-sur-Morin
77178;77430;Saint-Pathus
77140;77431;Saint-Pierre-lès-Nemours
77320;77432;Saint-Rémy-la-Vanne
77120;77433;Saints
77480;77434;Saint-Sauveur-lès-Bray
77930;77435;Saint-Sauveur-sur-École
77169;77436;Saint-Siméon
77165;77437;Saint-Soupplets
77400;77438;Saint-Thibault-des-Vignes
77148;77439;Salins
77260;77440;Sammeron
77920;77441;Samois-sur-Seine
77210;77442;Samoreau
77580;77443;Sancy
77320;77444;Sancy-lès-Provins
77176;77445;Savigny-le-Temple
77650;77446;Savins
77240;77447;Seine-Port
77260;77448;Sept-Sorts
77700;77449;Serris
77170;77450;Servon
77640;77451;Signy-Signets
77520;77452;Sigy
77115;77453;Sivry-Courtry
77520;77454;Sognolles-en-Montois
77111;77455;Soignolles-en-Brie
77650;77456;Soisy-Bouy
77111;77457;Solers
77460;77458;Souppes-sur-Loing
77171;77459;Sourdun
77440;77460;Tancrou
77520;77461;Thénisy
77230;77462;Thieux
77810;77463;Thomery
77400;77464;Thorigny-sur-Marne
77940;77465;Thoury-Férottes
77163;77466;Tigeaux
77130;77467;La Tombe
77200;77468;Torcy
77131;77469;Touquin
77220;77470;Tournan-en-Brie
77123;77471;Tousson
77510;77472;La Trétoire
77710;77473;Treuzy-Levelay
77450;77474;Trilbardou
77470;77475;Trilport
77440;77476;Trocy-en-Multien
77760;77477;Ury
77260;77478;Ussy-sur-Marne
77360;77479;Vaires-sur-Marne
77830;77480;Valence-en-Brie
77370;77481;Vanvillé
77130;77482;Varennes-sur-Seine
77910;77483;Varreddes
77580;77484;Vaucourtois
77123;77485;Le Vaudoué
77141;77486;Vaudoy-en-Brie
77000;77487;Vaux-le-Pénil
77710;77489;Vaux-sur-Lunain
77440;77490;Vendrest
77250;77491;Veneux-les-Sablons
77510;77492;Verdelot
77390;77493;Verneuil-l'Étang
77670;77494;Vernou-la-Celle-sur-Seine
77240;77495;Vert-Saint-Denis
77370;77496;Vieux-Champagne
77450;77498;Vignely
77710;77500;Villebéon
77250;77501;Villecerf
77710;77504;Villemaréchal
77470;77505;Villemareuil
77250;77506;Villemer
77480;77507;Villenauxe-la-Petite
77174;77508;Villeneuve-le-Comte
77154;77509;Villeneuve-les-Bordes
77174;77510;Villeneuve-Saint-Denis
77230;77511;Villeneuve-sous-Dammartin
77510;77512;Villeneuve-sur-Bellot
77124;77513;Villenoy
77270;77514;Villeparisis
77410;77515;Villeroy
77130;77516;Ville-Saint-Jacques
77410;77517;Villevaudé
77190;77518;Villiers-en-Bière
77560;77519;Villiers-Saint-Georges
77760;77520;Villiers-sous-Grez
77580;77521;Villiers-sur-Morin
77114;77522;Villiers-sur-Seine
77480;77523;Villuis
77520;77524;Vimpelles
77230;77525;Vinantes
77139;77526;Vincy-Manoeuvre
77540;77527;Voinsles
77950;77528;Voisenon
77580;77529;Voulangis
77560;77530;Voulton
77940;77531;Voulx
77160;77532;Vulaines-lès-Provins
77870;77533;Vulaines-sur-Seine
77390;77534;Yèbles
78660;78003;Ablis
78260;78005;Achères
78113;78006;Adainville
78240;78007;Aigremont
78660;78009;Allainville
78580;78010;Les Alluets-le-Roi
78770;78013;Andelu
78570;78015;Andrésy
78790;78020;Arnouville-lès-Mantes
78410;78029;Aubergenville
78610;78030;Auffargis
78930;78031;Auffreville-Brasseuil
78126;78033;Aulnay-sur-Mauldre
78770;78034;Auteuil
78770;78036;Autouillet
78870;78043;Bailly
78550;78048;Bazainville
78580;78049;Bazemont
78490;78050;Bazoches-sur-Guyonne
78910;78053;Béhoust
78270;78057;Bennecourt
78650;78062;Beynes
78270;78068;Blaru
78930;78070;Boinville-en-Mantois
78660;78071;Boinville-le-Gaillard
78200;78072;Boinvilliers
78390;78073;Bois-d'Arcy
78910;78076;Boissets
78125;78077;La Boissière-École
78200;78082;Boissy-Mauvoisin
78490;78084;Boissy-sans-Avoir
78830;78087;Bonnelles
78270;78089;Bonnières-sur-Seine
78410;78090;Bouafle
78380;78092;Bougival
78113;78096;Bourdonné
78930;78104;Breuil-Bois-Robert
78980;78107;Bréval
78610;78108;Les Bréviaires
78440;78113;Brueil-en-Vexin
78530;78117;Buc
78200;78118;Buchelay
78830;78120;Bullion
78955;78123;Carrières-sous-Poissy
78420;78124;Carrières-sur-Seine
78720;78125;La Celle-les-Bordes
78170;78126;La Celle-Saint-Cloud
78720;78128;Cernay-la-Ville
78240;78133;Chambourcy
78570;78138;Chanteloup-les-Vignes
78130;78140;Chapet
78117;78143;Châteaufort
78400;78146;Chatou
78270;78147;Chaufour-lès-Bonnières
78450;78152;Chavenay
78150;78158;Le Chesnay
78460;78160;Chevreuse
78460;78162;Choisel
78910;78163;Civry-la-Forêt
78120;78164;Clairefontaine-en-Yvelines
78340;78165;Les Clayes-sous-Bois
78310;78168;Coignières
78113;78171;Condé-sur-Vesgre
78700;78172;Conflans-Sainte-Honorine
78790;78185;Courgent
78270;78188;Cravent
78121;78189;Crespières
78290;78190;Croissy-sur-Seine
78111;78192;Dammartin-en-Serve
78720;78193;Dampierre-en-Yvelines
78550;78194;Dannemarie
78810;78196;Davron
78440;78202;Drocourt
78920;78206;Ecquevilly
78990;78208;Élancourt
78125;78209;Émancé
78680;78217;Épône
78690;78220;Les Essarts-le-Roi
78620;78224;L' Étang-la-Ville
78740;78227;Évecquemont
78410;78230;La Falaise
78200;78231;Favrieux
78810;78233;Feucherolles
78200;78234;Flacourt
78910;78236;Flexanville
78790;78237;Flins-Neuve-Église
78410;78238;Flins-sur-Seine
78520;78239;Follainville-Dennemont
78330;78242;Fontenay-le-Fleury
78200;78245;Fontenay-Mauvoisin
78440;78246;Fontenay-Saint-Père
78112;78251;Fourqueux
78840;78255;Freneuse
78250;78261;Gaillon-sur-Montcient
78490;78262;Galluis
78950;78263;Gambais
78490;78264;Gambaiseuil
78890;78265;Garancières
78440;78267;Gargenville
78125;78269;Gazeran
78270;78276;Gommecourt
78770;78278;Goupillières
78930;78281;Goussonville
78113;78283;Grandchamp
78550;78285;Gressey
78490;78289;Grosrouvre
78520;78290;Guernes
78930;78291;Guerville
78440;78296;Guitrancourt
78280;78297;Guyancourt
78250;78299;Hardricourt
78790;78300;Hargeville
78113;78302;La Hauteville
78580;78305;Herbeville
78125;78307;Hermeray
78550;78310;Houdan
78800;78311;Houilles
78440;78314;Issou
78440;78317;Jambville
78270;78320;Jeufosse
78760;78321;Jouars-Pontchartrain
78350;78322;Jouy-en-Josas
78200;78324;Jouy-Mauvoisin
78580;78325;Jumeauville
78820;78327;Juziers
78440;78329;Lainville-en-Vexin
78320;78334;Lévis-Saint-Nom
78520;78335;Limay
78270;78337;Limetz-Villez
78350;78343;Les Loges-en-Josas
78270;78344;Lommoye
78980;78346;Longnes
78730;78349;Longvilliers
78430;78350;Louveciennes
78200;78354;Magnanville
78114;78356;Magny-les-Hameaux
78600;78358;Maisons-Laffitte
78200;78361;Mantes-la-Jolie
78711;78362;Mantes-la-Ville
78770;78364;Marcq
78490;78366;Mareil-le-Guyon
78750;78367;Mareil-Marly
78124;78368;Mareil-sur-Mauldre
78160;78372;Marly-le-Roi
78580;78380;Maule
78550;78381;Maulette
78780;78382;Maurecourt
78310;78383;Maurepas
78670;78384;Médan
78200;78385;Ménerville
78490;78389;Méré
78270;78391;Méricourt
78600;78396;Le Mesnil-le-Roi
78320;78397;Le Mesnil-Saint-Denis
78490;78398;Les Mesnuls
78250;78401;Meulan-en-Yvelines
78970;78402;Mézières-sur-Seine
78250;78403;Mézy-sur-Seine
78940;78404;Millemont
78470;78406;Milon-la-Chapelle
78125;78407;Mittainville
78840;78410;Moisson
78980;78413;Mondreville
78124;78415;Montainville
78440;78416;Montalet-le-Bois
78790;78417;Montchauvet
78360;78418;Montesson
78490;78420;Montfort-l'Amaury
78180;78423;Montigny-le-Bretonneux
78630;78431;Morainvilliers
78270;78437;Mousseaux-sur-Seine
78790;78439;Mulcent
78130;78440;Les Mureaux
78640;78442;Neauphle-le-Château
78640;78443;Neauphle-le-Vieux
78980;78444;Neauphlette
78410;78451;Nézel
78590;78455;Noisy-le-Roi
78250;78460;Oinville-sur-Montcient
78125;78464;Orcemont
78910;78465;Orgerus
78630;78466;Orgeval
78125;78470;Orphin
78660;78472;Orsonville
78910;78474;Orvilliers
78910;78475;Osmoy
78660;78478;Paray-Douaville
78230;78481;Le Pecq
78200;78484;Perdreauville
78610;78486;Le Perray-en-Yvelines
78370;78490;Plaisir
78125;78497;Poigny-la-Forêt
78300;78498;Poissy
78730;78499;Ponthévrard
78440;78501;Porcheville
78560;78502;Le Port-Marly
78270;78503;Port-Villez
78910;78505;Prunay-le-Temple
78660;78506;Prunay-en-Yvelines
78940;78513;La Queue-les-Yvelines
78125;78516;Raizeux
78120;78517;Rambouillet
78590;78518;Rennemoulin
78550;78520;Richebourg
78730;78522;Rochefort-en-Yvelines
78150;78524;Rocquencourt
78270;78528;Rolleboise
78790;78530;Rosay
78710;78531;Rosny-sur-Seine
78440;78536;Sailly
78730;78537;Saint-Arnoult-en-Yvelines
78210;78545;Saint-Cyr-l'École
78720;78548;Saint-Forget
78640;78550;Saint-Germain-de-la-Grange
78100;78551;Saint-Germain-en-Laye
78125;78557;Saint-Hilarion
78980;78558;Saint-Illiers-la-Ville
78980;78559;Saint-Illiers-le-Bois
78470;78561;Saint-Lambert
78610;78562;Saint-Léger-en-Yvelines
78660;78564;Saint-Martin-de-Bréthencourt
78790;78565;Saint-Martin-des-Champs
78520;78567;Saint-Martin-la-Garenne
78730;78569;Sainte-Mesme
78860;78571;Saint-Nom-la-Bretèche
78470;78575;Saint-Rémy-lès-Chevreuse
78690;78576;Saint-Rémy-l'Honoré
78500;78586;Sartrouville
78650;78588;Saulx-Marchais
78720;78590;Senlisse
78790;78591;Septeuil
78200;78597;Soindres
78120;78601;Sonchamp
78910;78605;Tacoignières
78113;78606;Le Tartre-Gaudran
78980;78608;Le Tertre-Saint-Denis
78250;78609;Tessancourt-sur-Aubette
78850;78615;Thiverval-Grignon
78770;78616;Thoiry
78790;78618;Tilly
78117;78620;Toussus-le-Noble
78190;78621;Trappes
78490;78623;Le Tremblay-sur-Mauldre
78510;78624;Triel-sur-Seine
78740;78638;Vaux-sur-Seine
78140;78640;Vélizy-Villacoublay
78480;78642;Verneuil-sur-Seine
78540;78643;Vernouillet
78320;78644;La Verrière
78000;78646;Versailles
78930;78647;Vert
78110;78650;Le Vésinet
78490;78653;Vicq
78125;78655;Vieille-Église-en-Yvelines
78270;78668;La Villeneuve-en-Chevrie
78670;78672;Villennes-sur-Seine
78450;78674;Villepreux
78930;78677;Villette
78770;78681;Villiers-le-Mahieu
78640;78683;Villiers-Saint-Fréderic
78220;78686;Viroflay
78960;78688;Voisins-le-Bretonneux
91150;91001;Abbéville-la-Rivière
91670;91016;Angerville
91470;91017;Angervilliers
91290;91021;Arpajon
91690;91022;Arrancourt
91200;91027;Athis-Mons
91410;91035;Authon-la-Plaine
91830;91037;Auvernaux
91580;91038;Auvers-Saint-Georges
91630;91041;Avrainville
91160;91044;Ballainvilliers
91610;91045;Ballancourt-sur-Essonne
91590;91047;Baulne
91570;91064;Bièvres
91150;91067;Blandy
91720;91069;Boigneville
91150;91075;Bois-Herpin
91690;91079;Boissy-la-Rivière
91590;91080;Boissy-le-Cutté
91870;91081;Boissy-le-Sec
91790;91085;Boissy-sous-Saint-Yon
91070;91086;Bondoufle
91470;91093;Boullay-les-Troux
91850;91095;Bouray-sur-Juine
91800;91097;Boussy-Saint-Antoine
91150;91098;Boutervilliers
91820;91099;Boutigny-sur-Essonne
91880;91100;Bouville
91220;91103;Brétigny-sur-Orge
91650;91105;Breuillet
91650;91106;Breux-Jouy
91150;91109;Brières-les-Scellés
91640;91111;Briis-sous-Forges
91150;91112;Brouy
91800;91114;Brunoy
91680;91115;Bruyères-le-Châtel
91720;91121;Buno-Bonnevaux
91440;91122;Bures-sur-Yvette
91590;91129;Cerny
91780;91130;Chalo-Saint-Mars
91740;91131;Chalou-Moulineux
91730;91132;Chamarande
91750;91135;Champcueil
91160;91136;Champlan
91150;91137;Champmotteux
91410;91145;Chatignonville
91580;91148;Chauffour-lès-Étréchy
91630;91156;Cheptainville
91750;91159;Chevannes
91380;91161;Chilly-Mazarin
91100;91174;Corbeil-Essonnes
91410;91175;Corbreuse
91830;91179;Le Coudray-Montceaux
91490;91180;Courances
91080;91182;Courcouronnes
91720;91184;Courdimanche-sur-Essonne
91680;91186;Courson-Monteloup
91560;91191;Crosne
91490;91195;Dannemois
91590;91198;D'Huison-Longueville
91410;91200;Dourdan
91210;91201;Draveil
91540;91204;Écharcon
91520;91207;Égly
91860;91215;Épinay-sous-Sénart
91360;91216;Épinay-sur-Orge
91660;91222;Estouches
91150;91223;Étampes
91450;91225;Étiolles
91580;91226;Étréchy
91000;91228;Évry
91590;91232;La Ferté-Alais
91700;91235;Fleury-Mérogis
91690;91240;Fontaine-la-Rivière
91640;91243;Fontenay-lès-Briis
91540;91244;Fontenay-le-Vicomte
91410;91247;La Forêt-le-Roi
91150;91248;La Forêt-Sainte-Croix
91470;91249;Forges-les-Bains
91190;91272;Gif-sur-Yvette
91720;91273;Gironville-sur-Essonne
91400;91274;Gometz-la-Ville
91940;91275;Gometz-le-Châtel
91410;91284;Les Granges-le-Roi
91350;91286;Grigny
91630;91292;Guibeville
91590;91293;Guigneville-sur-Essonne
91690;91294;Guillerval
91430;91312;Igny
91760;91315;Itteville
91510;91318;Janville-sur-Juine
91640;91319;Janvry
91260;91326;Juvisy-sur-Orge
91510;91330;Lardy
91630;91332;Leudeville
91310;91333;Leuville-sur-Orge
91470;91338;Limours
91310;91339;Linas
91090;91340;Lisses
91160;91345;Longjumeau
91310;91347;Longpont-sur-Orge
91720;91359;Maisse
91460;91363;Marcoussis
91150;91374;Marolles-en-Beauce
91630;91376;Marolles-en-Hurepoix
91300;91377;Massy
91730;91378;Mauchamps
91540;91386;Mennecy
91660;91390;Méréville
91780;91393;Mérobert
91150;91399;Mespuits
91490;91405;Milly-la-Forêt
91490;91408;Moigny-sur-École
91470;91411;Les Molières
91590;91412;Mondeville
91930;91414;Monnerville
91230;91421;Montgeron
91310;91425;Montlhéry
91420;91432;Morangis
91150;91433;Morigny-Champigny
91390;91434;Morsang-sur-Orge
91250;91435;Morsang-sur-Seine
91750;91441;Nainville-les-Roches
91290;91457;La Norville
91620;91458;Nozay
91340;91461;Ollainville
91490;91463;Oncy-sur-École
91540;91468;Ormoy
91150;91469;Ormoy-la-Rivière
91400;91471;Orsay
91590;91473;Orveau
91120;91477;Palaiseau
91550;91479;Paray-Vieille-Poste
91470;91482;Pecqueuse
91220;91494;Le Plessis-Pâté
91410;91495;Plessis-Saint-Benoist
91720;91507;Prunay-sur-Essonne
91150;91508;Puiselet-le-Marais
91740;91511;Pussay
91480;91514;Quincy-sous-Sénart
91410;91519;Richarville
91130;91521;Ris-Orangis
91410;91525;Roinville
91150;91526;Roinvilliers
91690;91533;Saclas
91400;91534;Saclay
91190;91538;Saint-Aubin
91530;91540;Saint-Chéron
91690;91544;Saint-Cyr-la-Rivière
91410;91546;Saint-Cyr-sous-Dourdan
91410;91547;Saint-Escobille
91700;91549;Sainte-Geneviève-des-Bois
91180;91552;Saint-Germain-lès-Arpajon
91250;91553;Saint-Germain-lès-Corbeil
91780;91556;Saint-Hilaire
91940;91560;Saint-Jean-de-Beauregard
91530;91568;Saint-Maurice-Montcouronne
91240;91570;Saint-Michel-sur-Orge
91280;91573;Saint-Pierre-du-Perray
91250;91577;Saintry-sur-Seine
91910;91578;Saint-Sulpice-de-Favières
91770;91579;Saint-Vrain
91650;91581;Saint-Yon
91160;91587;Saulx-les-Chartreux
91600;91589;Savigny-sur-Orge
91530;91593;Sermaise
91840;91599;Soisy-sur-École
91450;91600;Soisy-sur-Seine
91580;91602;Souzy-la-Briche
91740;91613;Congerville-Thionville
91250;91617;Tigery
91730;91619;Torfou
91720;91629;Valpuiseaux
91530;91630;Le Val-Saint-Germain
91480;91631;Varennes-Jarcy
91640;91634;Vaugrigneuse
91430;91635;Vauhallan
91820;91639;Vayres-sur-Essonne
91370;91645;Verrières-le-Buisson
91810;91648;Vert-le-Grand
91710;91649;Vert-le-Petit
91890;91654;Videlles
91270;91657;Vigneux-sur-Seine
91100;91659;Villabé
91140;91661;Villebon-sur-Yvette
91580;91662;Villeconin
91620;91665;La Ville-du-Bois
91140;91666;Villejust
91360;91667;Villemoisson-sur-Orge
91580;91671;Villeneuve-sur-Auvers
91190;91679;Villiers-le-Bâcle
91700;91685;Villiers-sur-Orge
91170;91687;Viry-Châtillon
91320;91689;Wissous
91330;91691;Yerres
91940;91692;Les Ulis
92160;92002;Antony
92600;92004;Asnières-sur-Seine
92220;92007;Bagneux
92270;92009;Bois-Colombes
92100;92012;Boulogne-Billancourt
92340;92014;Bourg-la-Reine
92290;92019;Châtenay-Malabry
92320;92020;Châtillon
92370;92022;Chaville
92140;92023;Clamart
92110;92024;Clichy
92700;92025;Colombes
92400;92026;Courbevoie
92260;92032;Fontenay-aux-Roses
92380;92033;Garches
92250;92035;La Garenne-Colombes
92230;92036;Gennevilliers
92130;92040;Issy-les-Moulineaux
92300;92044;Levallois-Perret
92240;92046;Malakoff
92430;92047;Marnes-la-Coquette
92190;92048;Meudon
92120;92049;Montrouge
92000;92050;Nanterre
92200;92051;Neuilly-sur-Seine
92350;92060;Le Plessis-Robinson
92800;92062;Puteaux
92500;92063;Rueil-Malmaison
92210;92064;Saint-Cloud
92330;92071;Sceaux
92310;92072;Sèvres
92150;92073;Suresnes
92170;92075;Vanves
92420;92076;Vaucresson
92410;92077;Ville-d'Avray
92390;92078;Villeneuve-la-Garenne
93300;93001;Aubervilliers
93600;93005;Aulnay-sous-Bois
93170;93006;Bagnolet
93150;93007;Le Blanc-Mesnil
93000;93008;Bobigny
93140;93010;Bondy
93350;93013;Le Bourget
93390;93014;Clichy-sous-Bois
93470;93015;Coubron
93120;93027;La Courneuve
93700;93029;Drancy
93440;93030;Dugny
93800;93031;Épinay-sur-Seine
93220;93032;Gagny
93460;93033;Gournay-sur-Marne
93450;93039;L' Île-Saint-Denis
93260;93045;Les Lilas
93190;93046;Livry-Gargan
93370;93047;Montfermeil
93100;93048;Montreuil
93360;93049;Neuilly-Plaisance
93330;93050;Neuilly-sur-Marne
93160;93051;Noisy-le-Grand
93130;93053;Noisy-le-Sec
93500;93055;Pantin
93320;93057;Les Pavillons-sous-Bois
93380;93059;Pierrefitte-sur-Seine
93310;93061;Le Pré-Saint-Gervais
93340;93062;Le Raincy
93230;93063;Romainville
93110;93064;Rosny-sous-Bois
93200;93066;Saint-Denis
93400;93070;Saint-Ouen
93270;93071;Sevran
93240;93072;Stains
93290;93073;Tremblay-en-France
93410;93074;Vaujours
93250;93077;Villemomble
93420;93078;Villepinte
